title,state,wiki_link,imdb_link,imdb_id,year,genres,rating,votes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Musical,Music,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
The Wild One,California,https://en.wikipedia.org/wiki/The_Wild_One,https://www.imdb.com/title/tt0047677/,tt0047677,1953,"Crime,Drama,Romance",6.8,14469,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Willow Creek,California,https://en.wikipedia.org/wiki/Willow_Creek_(film),https://www.imdb.com/title/tt2885364/,tt2885364,2013,"Horror,Mystery,Thriller",5.1,10375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
Winchester,California,https://en.wikipedia.org/wiki/Winchester_(film),https://www.imdb.com/title/tt1072748/,tt1072748,2018,"Biography,Drama,Fantasy",5.4,29729,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wine Country,California,https://en.wikipedia.org/wiki/Wine_Country_(film),https://www.imdb.com/title/tt8169446/,tt8169446,2019,Comedy,5.4,18075,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wings for the Eagle,California,https://en.wikipedia.org/wiki/Wings_for_the_Eagle,https://www.imdb.com/title/tt0035564/,tt0035564,1942,Drama,5.9,211,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Winter Kills,California,https://en.wikipedia.org/wiki/Winter_Kills_(film),https://www.imdb.com/title/tt0080139/,tt0080139,1979,"Comedy,Drama,Mystery",6.1,2284,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Winter Kills,New York,https://en.wikipedia.org/wiki/Winter_Kills_(film),https://www.imdb.com/title/tt0080139/,tt0080139,1979,"Comedy,Drama,Mystery",6.1,2284,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Winter Kills,Ohio,https://en.wikipedia.org/wiki/Winter_Kills_(film),https://www.imdb.com/title/tt0080139/,tt0080139,1979,"Comedy,Drama,Mystery",6.1,2284,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Winter Kills,Pennsylvania,https://en.wikipedia.org/wiki/Winter_Kills_(film),https://www.imdb.com/title/tt0080139/,tt0080139,1979,"Comedy,Drama,Mystery",6.1,2284,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Wizard,California,https://en.wikipedia.org/wiki/The_Wizard_(1989_film),https://www.imdb.com/title/tt0098663/,tt0098663,1989,"Adventure,Comedy,Drama",6.1,13898,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Wizard,Nevada,https://en.wikipedia.org/wiki/The_Wizard_(1989_film),https://www.imdb.com/title/tt0098663/,tt0098663,1989,"Adventure,Comedy,Drama",6.1,13898,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Wizard,Utah,https://en.wikipedia.org/wiki/The_Wizard_(1989_film),https://www.imdb.com/title/tt0098663/,tt0098663,1989,"Adventure,Comedy,Drama",6.1,13898,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Wood,California,https://en.wikipedia.org/wiki/The_Wood,https://www.imdb.com/title/tt0161100/,tt0161100,1999,"Comedy,Drama,Romance",7.0,8303,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
World's Greatest Dad,California,https://en.wikipedia.org/wiki/World%27s_Greatest_Dad,https://www.imdb.com/title/tt1262981/,tt1262981,2009,"Comedy,Drama",6.9,36949,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XXX,California,https://en.wikipedia.org/wiki/XXX_(2002_film),https://www.imdb.com/title/tt0295701/,tt0295701,2002,"Action,Adventure,Thriller",5.9,172015,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Yellow Dust,California,https://en.wikipedia.org/wiki/Yellow_Dust_(film),https://www.imdb.com/title/tt0028522/,tt0028522,1936,"Romance,Western",5.7,112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
You Again,California,https://en.wikipedia.org/wiki/You_Again,https://www.imdb.com/title/tt1414382/,tt1414382,2010,"Comedy,Romance",5.8,48909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
You Again,New York,https://en.wikipedia.org/wiki/You_Again,https://www.imdb.com/title/tt1414382/,tt1414382,2010,"Comedy,Romance",5.8,48909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Young Graduates,California,https://en.wikipedia.org/wiki/The_Young_Graduates,https://www.imdb.com/title/tt0068007/,tt0068007,1971,Drama,4.4,146,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Young Land,California,https://en.wikipedia.org/wiki/The_Young_Land,https://www.imdb.com/title/tt0053461/,tt0053461,1959,"Adventure,Drama,History",5.4,230,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zabriskie Point,California,https://en.wikipedia.org/wiki/Zabriskie_Point_(film),https://www.imdb.com/title/tt0066601/,tt0066601,1970,Drama,7.0,14391,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zorro Rides Again,California,https://en.wikipedia.org/wiki/Zorro_Rides_Again,https://www.imdb.com/title/tt0029818/,tt0029818,1937,"Action,Adventure,Drama",6.7,256,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Zorro, The Gay Blade",California,"https://en.wikipedia.org/wiki/Zorro,_The_Gay_Blade",https://www.imdb.com/title/tt0083366/,tt0083366,1981,"Action,Adventure,Comedy",6.3,3990,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zyzzyx Road,California,https://en.wikipedia.org/wiki/Zyzzyx_Road,https://www.imdb.com/title/tt0429277/,tt0429277,2006,"Crime,Drama,Thriller",4.1,987,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Zyzzyx Road,Nevada,https://en.wikipedia.org/wiki/Zyzzyx_Road,https://www.imdb.com/title/tt0429277/,tt0429277,2006,"Crime,Drama,Thriller",4.1,987,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Addicted to Fresno,California,https://en.wikipedia.org/wiki/Addicted_to_Fresno,https://www.imdb.com/title/tt4000870/,tt4000870,2015,"Comedy,Crime,Drama",5.4,2326,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Honey, I Shrunk the Kids",California,"https://en.wikipedia.org/wiki/Honey,_I_Shrunk_the_Kids",https://www.imdb.com/title/tt0097523/,tt0097523,1989,"Adventure,Comedy,Family",6.4,140646,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parental Guidance,California,https://en.wikipedia.org/wiki/Parental_Guidance_(film),https://www.imdb.com/title/tt1047540/,tt1047540,2012,"Comedy,Family",6.0,24663,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parental Guidance,Georgia,https://en.wikipedia.org/wiki/Parental_Guidance_(film),https://www.imdb.com/title/tt1047540/,tt1047540,2012,"Comedy,Family",6.0,24663,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10 Attitudes,California,https://en.wikipedia.org/wiki/10_Attitudes,https://www.imdb.com/title/tt0312297/,tt0312297,2001,"Comedy,Drama",5.1,274,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
All American High,California,https://en.wikipedia.org/wiki/All_American_High,https://www.imdb.com/title/tt3528498/,tt3528498,2014,"Comedy,Documentary,History",7.5,181,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Bling Ring,California,https://en.wikipedia.org/wiki/The_Bling_Ring,https://www.imdb.com/title/tt2132285/,tt2132285,2013,"Biography,Crime,Drama",5.6,82491,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Broken Hearts Club,California,https://en.wikipedia.org/wiki/The_Broken_Hearts_Club,https://www.imdb.com/title/tt0222850/,tt0222850,2000,"Comedy,Drama,Romance",6.9,7079,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Carbon Copy,California,https://en.wikipedia.org/wiki/Carbon_Copy_(film),https://www.imdb.com/title/tt0082138/,tt0082138,1981,"Comedy,Drama",5.7,2495,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cuck,California,https://en.wikipedia.org/wiki/Cuck_(film),https://www.imdb.com/title/tt8195518/,tt8195518,2019,"Crime,Drama,Thriller",3.9,2480,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Demonoid,California,https://en.wikipedia.org/wiki/Demonoid_(film),https://www.imdb.com/title/tt0082257/,tt0082257,1981,Horror,4.6,910,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Fire Twister,California,https://en.wikipedia.org/wiki/Fire_Twister,https://www.imdb.com/title/tt3350436/,tt3350436,2015,"Action,Adventure,Drama",2.5,487,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Flower,California,https://en.wikipedia.org/wiki/Flower_(film),https://www.imdb.com/title/tt2582784/,tt2582784,2017,"Comedy,Drama",6.0,6971,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Glass Bottom Boat,California,https://en.wikipedia.org/wiki/The_Glass_Bottom_Boat,https://www.imdb.com/title/tt0060463/,tt0060463,1966,"Comedy,Romance",6.5,4183,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Helter Skelter,California,https://en.wikipedia.org/wiki/Helter_Skelter_(1976_film),https://www.imdb.com/title/tt0074621/,tt0074621,1976,"Crime,Drama,Thriller",7.4,3308,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Helter Skelter,California,https://en.wikipedia.org/wiki/Helter_Skelter_(2004_film),https://www.imdb.com/title/tt0383393/,tt0383393,2004,"Biography,Crime,Drama",6.4,3254,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hollywood's Magical Island: Catalina,California,https://en.wikipedia.org/wiki/Hollywood%27s_Magical_Island:_Catalina,https://www.imdb.com/title/tt0386514/,tt0386514,2003,"Documentary,History,Music",7.2,28,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"Kiss Me, Kill Me",California,"https://en.wikipedia.org/wiki/Kiss_Me,_Kill_Me",https://www.imdb.com/title/tt3912214/,tt3912214,2015,"Crime,Mystery,Thriller",4.8,258,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Love & Mercy,California,https://en.wikipedia.org/wiki/Love_%26_Mercy_(film),https://www.imdb.com/title/tt0903657/,tt0903657,2014,"Biography,Drama,Music",7.4,35537,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Shaggy Dog,California,https://en.wikipedia.org/wiki/The_Shaggy_Dog_(2006_film),https://www.imdb.com/title/tt0393735/,tt0393735,2006,"Comedy,Family,Fantasy",4.4,18058,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Squatters,California,https://en.wikipedia.org/wiki/Squatters_(film),https://www.imdb.com/title/tt2359307/,tt2359307,2014,"Crime,Drama",5.8,1499,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
We Are Your Friends,California,https://en.wikipedia.org/wiki/We_Are_Your_Friends_(film),https://www.imdb.com/title/tt3787590/,tt3787590,2015,"Drama,Music,Romance",6.2,35450,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Witchboard,California,https://en.wikipedia.org/wiki/Witchboard,https://www.imdb.com/title/tt0090327/,tt0090327,1986,"Horror,Mystery,Thriller",5.7,6190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
Anywhere but Here,California,https://en.wikipedia.org/wiki/Anywhere_but_Here_(film),https://www.imdb.com/title/tt0149691/,tt0149691,1999,"Comedy,Drama",6.2,16763,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
B.A.P.S.,California,https://en.wikipedia.org/wiki/B.A.P.S.,https://www.imdb.com/title/tt0118663/,tt0118663,1997,Comedy,4.7,4836,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
B.A.P.S.,Georgia,https://en.wikipedia.org/wiki/B.A.P.S.,https://www.imdb.com/title/tt0118663/,tt0118663,1997,Comedy,4.7,4836,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Beverly Hillbillies,California,https://en.wikipedia.org/wiki/The_Beverly_Hillbillies_(film),https://www.imdb.com/title/tt0106400/,tt0106400,1993,"Comedy,Family",5.0,17176,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Chihuahua 2,California,https://en.wikipedia.org/wiki/Beverly_Hills_Chihuahua_2,https://www.imdb.com/title/tt1482393/,tt1482393,2011,"Adventure,Comedy,Family",4.2,3355,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Cop,California,https://en.wikipedia.org/wiki/Beverly_Hills_Cop,https://www.imdb.com/title/tt0086960/,tt0086960,1984,"Action,Comedy,Crime",7.3,160650,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Cop,Michigan,https://en.wikipedia.org/wiki/Beverly_Hills_Cop,https://www.imdb.com/title/tt0086960/,tt0086960,1984,"Action,Comedy,Crime",7.3,160650,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Cop II,California,https://en.wikipedia.org/wiki/Beverly_Hills_Cop_II,https://www.imdb.com/title/tt0092644/,tt0092644,1987,"Action,Comedy,Crime",6.5,105663,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Cop II,Michigan,https://en.wikipedia.org/wiki/Beverly_Hills_Cop_II,https://www.imdb.com/title/tt0092644/,tt0092644,1987,"Action,Comedy,Crime",6.5,105663,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Cop III,California,https://en.wikipedia.org/wiki/Beverly_Hills_Cop_III,https://www.imdb.com/title/tt0109254/,tt0109254,1994,"Action,Comedy,Crime",5.6,75054,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Cop III,Michigan,https://en.wikipedia.org/wiki/Beverly_Hills_Cop_III,https://www.imdb.com/title/tt0109254/,tt0109254,1994,"Action,Comedy,Crime",5.6,75054,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
